PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,orden_en_hogar,Come y duerme  en este hogar,Sexo,Que parentesco o relación tiene con el/la jefe/a del hogar,Age,Cual es el mes en que nació,Cual es el año en que nació,Tiene cédula de ciudadanía ecuatoriana,Está inscrito en el Registro Civil,Tiene seguro de salud privado,Tiene discapacidad permanente por más de un año,Discapacidad intelectual,Discapacidad Fisico-Motora,Discapacidad Visual,Discapacidad Auditiva,Discapacidad Mental,Asiste actualmente a un establecimiento de educación especial para personas con discapacidad,En dónde nació,En que año llegó al Ecuador,Provincia/País Cantón Parroquia de Nacimiento,En que lugar vive habitualmente,Provincia/País Cantón Parroquia Que Vive Habitualmente,Hace 5 años(Noviembre 2005) En que lugar vivía habitualmente,Provincia/País Cantón Parroquia Que Vivía Hace 5 años,Habla Lengua Indígena el Papá,Habla Lengua Indígena la Mamá,Habla Lengua Castellano/Español el Papá,Habla Lengua Castellano/Español la Mamá,Habla Lengua Extranjera el Papá,Habla Lengua Extranjera la Mamá,No habla el Papá,No habla la Mamá,Habla Lengua Indígena,Cual lengua indigena habla,Habla Lengua Castellana,Habla Lengua Extranjera,No habla Ningún Idioma,Como se identifica según su cultura y costumbres,Cual es la Nacionalidad o Pueblo indígena al que pertenece,El/la niño/a participa en el Programa del INFA,El/la niño/a participa en el Programa del Ministerio de Educación,El/la niño/a participa en el Programa del Centro Infantil Privado,El/la niño/a participa en el Programa del Centro Infantil Público,El/la niño/a participa en Otro Programa,"El/la niño/a Le cuida la madre, el padre, familiares o conocidos gratis",El/la niño/a paga a familiares o conocidos por el cuidado,Sabe leer y escribir,En los ultimos 6 meses ha utilizado Telefono Celular,En los ultimos 6 meses ha utilizado Internet,En los utlimos 6 meses ha utilizado Computadora,Asiste actualmente a un establecimiento de enseñanza regular,El establecimiento de enseñanza regular al que asiste es,Cual es el nivel de instrucción más alto al que asiste o asistió,"Cual es el grado, curso o año más alto que aprobó",Tiene algún título de nivel superior o postgrado,Que título tiene,Qué hizo la semana pasada,Si NO ha trabajado,A que se dedica o que hace el negocio o empresa en la que trabaja o trabajo,Que hace o que es en donde trabaja o trabajo,En el lugar indicado trabaja o trabajo como,Cuantas horas trabajo la semana pasada o la última semana que trabajó,El trabajo que realiza o realizó es o fue,Estado conyugal,Seguridad Social aporta o es afiliado,Cuantos hijos e hijas nacidos vivos ha tenido durante toda su vida,Cuantos hijos nacidos vivos ha tenido durante toda su vida,Cuantas hijas nacidas vivas ha tenido durante toda su vida,No sabe cuantos hijo/as nacidos vivos ha tenido durante toda su vida,Total de Hijos Vivos Actualmente,No sabe cuantos hijos estan vivos actualmente,A que edad tuvo su primer hijo o hija,No sabe a que edad tuvo su primer hijo,Año que tuvo su último hijo nacido vivo,Mes que tuvo su último hijo nacido vivo,No sabe cuando  tuvo su último hijo nacido vivo,Esta vivo el último hijo o hija nacido vivo,Discapacidad recodificada,Idioma que habla recodificado,Autoidentificación étnica recodifica,Tipo de actividad,Rama de actividad recodificada,Grupo de ocupación recodificado,Grupos de edad quinquenal,Grandes grupos de edad,Años de escolaridad,Identificador de manzana,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id
Orellana,01,58,999,010,04,009,1,Area rural,4,Si,Mujer,Otro Pariente,31,Agosto,1979,Si,#NULL !,No,No Responde,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220152,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,Se ignora,Se ignora,Se ignora,No,#NULL !,Pre escolar,1,#NULL !,#NULL !,No trabajó,Realiza quehaceres del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Casado/a,No declarado,Ninguno,0,0,0,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Realiza quehaceres domésticos del hogar,#NULL !,#NULL !,De 30 a 34 años,De 15 a 64 años,0,22015899901004,22015899901004009,220158999010040091,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,010,1,Area rural,1,Se ignora,Hombre,Jefe o Jefa de hogar,25,Mayo,1985,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En esta ciudad o parroquia rural,#NULL !,220158,En esta ciudad o parroquia rural,220158,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Si,Se ignora,Se ignora,No,#NULL !,Primario,4,#NULL !,#NULL !,No trabajó,Otro,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Otro,#NULL !,#NULL !,De 25 a 29 años,De 15 a 64 años,5,22015899901004,22015899901004010,220158999010040101,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,1,Si,Hombre,Hijo o HIja,37,Mayo,1973,Si,#NULL !,Se ignora,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,121150,En otro lugar del país,220151,En otro lugar del país,121150,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Pre escolar,1,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,1610,8172,Jornalero/a o peón,48,Fuera del hogar,Unido/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Trabajó al menos 1 hora,Industrias manufactureras,Operadores de instalaciones de maquinas y ensambladoras,De 35 a 39 años,De 15 a 64 años,0,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,2,Se ignora,Mujer,Cónyuge o  conviviente,32,Octubre,1978,Si,#NULL !,No,Si,Se ignora,Se ignora,Se ignora,Se ignora,Se ignora,Se ignora,En otro lugar del país,#NULL !,121150,En otro lugar del país,220151,En otro lugar del país,220151,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,No trabajó,Realiza quehaceres del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Unido/a,No aporta,7,2,5,#NULL !,6,#NULL !,18,#NULL !,2008,Enero,#NULL !,Si,No declarado,Castellano Español,Mestizo,Realiza quehaceres domésticos del hogar,#NULL !,#NULL !,De 30 a 34 años,De 15 a 64 años,7,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,3,Se ignora,Hombre,Jefe o Jefa de hogar,64,Agosto,1946,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220151,En otro lugar del país,220151,En otro lugar del país,220151,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscomisional,Secundario,2,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,127,9211,Cuenta propia,48,Dentro del hogar,Unido/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca",Ocupaciones elementales,De 60 a 64 años,De 15 a 64 años,8,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,4,Se ignora,Mujer,Hijo o HIja,10,Junio,2000,Si,#NULL !,No,Si,Se ignora,Se ignora,Se ignora,Se ignora,Se ignora,Se ignora,En otro lugar del país,#NULL !,220151,En otro lugar del país,220151,En otro lugar del país,220151,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscomisional,Primario,6,#NULL !,#NULL !,No trabajó,Realiza quehaceres del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No declarado,Castellano Español,Mestizo,Realiza quehaceres domésticos del hogar,#NULL !,#NULL !,De 10 a 14 años,De 0 a 14 años,6,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,5,Se ignora,Mujer,Hijo o HIja,7,Febrero,2003,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220151,En otro lugar del país,220151,En otro lugar del país,220151,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,3,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,2,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,6,Se ignora,Mujer,Hijo o HIja,6,Noviembre,2004,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220151,En otro lugar del país,220151,En otro lugar del país,220151,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,No,No,No,Si,Fiscal (Estado),Pre escolar,1,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,0,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,7,Se ignora,Mujer,Hijo o HIja,3,Mayo,2007,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220151,En otro lugar del país,220151,No había nacido,#NULL !,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,012,1,Area rural,8,Se ignora,Mujer,Hijo o HIja,1,Enero,2009,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220151,En otro lugar del país,220151,No había nacido,#NULL !,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015899901004,22015899901004012,220158999010040121,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,015,1,Area rural,1,Si,Hombre,Jefe o Jefa de hogar,53,Noviembre,1957,Si,#NULL !,Se ignora,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,131457,En otro lugar del país,210455,En otro lugar del país,210455,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,Se ignora,Se ignora,No,No,#NULL !,Se ignora,Se ignora,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,126,9211,Cuenta propia,29,Fuera del hogar,Separado/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca",Ocupaciones elementales,De 50 a 54 años,De 15 a 64 años,Se ignora,22015899901004,22015899901004015,220158999010040151,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,1,Si,Hombre,Jefe o Jefa de hogar,55,Febrero,1955,Si,#NULL !,No,Si,#NULL !,Fisico-Motora (Parálisis y amputaciones),#NULL !,#NULL !,#NULL !,Se ignora,En otro lugar del país,#NULL !,132050,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,No trabajó,Le impide su discapacidad,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Unido/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Físico-Motora (Parálisis y amputaciones),Castellano Español,Mestizo,Le impide su discapacidad,#NULL !,#NULL !,De 55 a 59 años,De 15 a 64 años,7,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,2,Si,Mujer,Cónyuge o  conviviente,34,Abril,1976,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,130450,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,No,No,No,No,#NULL !,Centro de Alfabetización/(EBA),1,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,127,9211,Cuenta propia,48,Fuera del hogar,Unido/a,No aporta,8,6,2,#NULL !,8,#NULL !,16,#NULL !,2010,Junio,#NULL !,Si,#NULL !,Castellano Español,Mestizo,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca",Ocupaciones elementales,De 30 a 34 años,De 15 a 64 años,3,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,3,Se ignora,Mujer,Hijo o HIja,16,Julio,1994,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,130450,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,127,9211,Jornalero/a o peón,40,Fuera del hogar,Soltero/a,No aporta,Ninguno,0,0,0,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca",Ocupaciones elementales,De 15 a 19 años,De 15 a 64 años,6,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,4,Si,Hombre,Hijo o HIja,10,Julio,2000,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220152,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,127,9211,Cuenta propia,48,Fuera del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca",Ocupaciones elementales,De 10 a 14 años,De 0 a 14 años,5,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,5,Si,Hombre,Nieto o nieta,8,Mayo,2002,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220152,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,Si,Fiscal (Estado),Educación Básica,4,#NULL !,#NULL !,No trabajó,Es estudiante,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Es estudiante,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,3,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,6,Si,Mujer,Hijo o HIja,5,Agosto,2005,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220152,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,No,No,No,No,#NULL !,Ninguno,#NULL !,#NULL !,#NULL !,No trabajó,Otro,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Otro,#NULL !,#NULL !,De 5 a 9 años,De 0 a 14 años,0,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,7,Si,Hombre,Hijo o HIja,2,Agosto,2008,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220152,En otro lugar del país,220152,No había nacido,#NULL !,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Al cuidado familiar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,#NULL !,#NULL !,#NULL !,De 1 a 4 años,De 0 a 14 años,#NULL !,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,016,1,Area rural,8,Si,Hombre,Otro Pariente,46,Mayo,1964,No,Si,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,220152,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,No,No,No,No,No,#NULL !,Ninguno,#NULL !,#NULL !,#NULL !,No trabajó,Realiza quehaceres del hogar,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Soltero/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Castellano Español,Mestizo,Realiza quehaceres domésticos del hogar,#NULL !,#NULL !,De 45 a 49 años,De 15 a 64 años,0,22015899901004,22015899901004016,220158999010040161,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,017,1,Area rural,1,Si,Hombre,Jefe o Jefa de hogar,54,Febrero,1956,Si,#NULL !,No,Si,#NULL !,#NULL !,Visual (Ceguera),#NULL !,#NULL !,Se ignora,En otro lugar del país,#NULL !,132050,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Pre escolar,1,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,112,9211,Cuenta propia,4,Fuera del hogar,Unido/a,No aporta,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Visual (Ceguera),Castellano Español,Mestizo,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca",Ocupaciones elementales,De 50 a 54 años,De 15 a 64 años,0,22015899901004,22015899901004017,220158999010040171,ORELLANA,ORELLANA,LA BELLEZA,220158999010
Orellana,01,58,999,010,04,017,1,Area rural,2,Si,Mujer,Cónyuge o  conviviente,39,Abril,1971,Si,#NULL !,No,No,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,En otro lugar del país,#NULL !,230150,En otro lugar del país,220152,En esta ciudad o parroquia rural,220158,#NULL !,#NULL !,Si,Si,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,#NULL !,#NULL !,Mestizo/a,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,Si,No,No,No,No,#NULL !,Primario,6,#NULL !,#NULL !,Trabajó al menos una hora,#NULL !,112,9211,Cuenta propia,48,Dentro del hogar,Unido/a,No aporta,5,2,3,#NULL !,5,#NULL !,19,#NULL !,2001,Marzo,#NULL !,Si,#NULL !,Castellano Español,Mestizo,Trabajó al menos 1 hora,"Agricultura, ganadería, silvicultura y pesca",Ocupaciones elementales,De 35 a 39 años,De 15 a 64 años,7,22015899901004,22015899901004017,220158999010040171,ORELLANA,ORELLANA,LA BELLEZA,220158999010
