PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Secuencial de Hogar,"Del total de cuartos de este hogar, Cuantos son exclusivos para dormir",Ningun Dormitorio,Tiene este hogar cuarto o espacio exclusivo para cocinar,El servicio higiénico o escusado que dispone el hogar es,Dispone este hogar de espacio con instalaciones y/o ducha para bañarse,Cual es el principal combustible o energía que utiliza este hogar para cocinar,"Principalmente, el agua que toman los miembros del hogar",Dispone este hogar de servicio de telefono convencional,Algun miembro de este hogar dispone de servicio de telefono celular,Dispone este hogar de servicio de internet,Dispone este hogar de computadora,Dispone este hogar de servicio de televisión por cable,Cuanto fue el último pago que realizó el hogar por concepto de luz eléctrica,No paga la luz electrica,Algún miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para trabajar,Cuantos se trasladan fuera de esta ciudad o parroquia para trabajar,Algún miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para estudiar,Cuantos se trasladan fuera de la ciudad o parroquia rural para estudiar,La vivienda que ocupa este hogar es,"Durante el año 2010, Alguna persona de este hogar recibió dinero por parte de familiares o amigos que viven en el exterior",A partir del último censo de población y vivienda(Noviembre 2001) una o mas personas que vivían en este hogar viajaron a otro pais y todavia no regresan para quedarse definitivamente,Cuantos personas viajaron al Exterior,Total_Personas,Total_Hombres,Total_Mujeres,Identificador de manzana,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id
Orellana,01,51,999,018,03,002,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,3,1,2,22015199901803,22015199901803002,220151999018030021,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,003,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,22,#NULL !,Si,1,Si,1,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199901803,22015199901803003,220151999018030031,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,004,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,9,2,7,22015199901803,22015199901803004,220151999018030041,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,005,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,4,2,2,22015199901803,22015199901803005,220151999018030051,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,007,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,4,1,22015199901803,22015199901803007,220151999018030071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,009,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,6,4,2,22015199901803,22015199901803009,220151999018030091,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,010,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,5,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,3,4,22015199901803,22015199901803010,220151999018030101,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,012,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,No,No,No,No,4,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199901803,22015199901803012,220151999018030121,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,013,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,2,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015199901803,22015199901803013,220151999018030131,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,014,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La hierven,No,Si,No,No,No,13,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,10,8,2,22015199901803,22015199901803014,220151999018030141,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,015,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,15,#NULL !,Si,1,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015199901803,22015199901803015,220151999018030151,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,017,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,6,#NULL !,No,#NULL !,Si,1,Prestada o cedida (no pagada),No,No,#NULL !,7,2,5,22015199901803,22015199901803017,220151999018030171,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,03,018,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,1,1,22015199901803,22015199901803018,220151999018030181,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,001,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,Compartido con varios hogares,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,4,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,2,0,22015199901804,22015199901804001,220151999018040011,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,002,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,Compartido con varios hogares,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,11,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199901804,22015199901804002,220151999018040021,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,004,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,2,#NULL !,No,#NULL !,Si,1,Propia y totalmente pagada,No,No,#NULL !,4,3,1,22015199901804,22015199901804004,220151999018040041,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,005,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,15,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,2,1,1,22015199901804,22015199901804005,220151999018040051,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,007,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,De uso exclusivo del hogar,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,10,#NULL !,No,#NULL !,No,#NULL !,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,8,4,4,22015199901804,22015199901804007,220151999018040071,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,008,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,24,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199901804,22015199901804008,220151999018040081,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,010,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,25,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015199901804,22015199901804010,220151999018040101,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,51,999,018,04,011,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015199901804,22015199901804011,220151999018040111,ORELLANA,ORELLANA,DAYUMA,220151999018
Orellana,01,52,999,003,04,002,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,3,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,9,5,4,22015299900304,22015299900304002,220152999003040021,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,04,003,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,Compartido con varios hogares,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Por servicios,No,No,#NULL !,1,1,0,22015299900304,22015299900304003,220152999003040031,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,04,004,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,4,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900304,22015299900304004,220152999003040041,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,04,006,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La hierven,No,Si,No,No,No,13,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,4,1,3,22015299900304,22015299900304006,220152999003040061,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,04,007,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),Le ponen cloro,No,Si,No,No,No,25,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,2,6,22015299900304,22015299900304007,220152999003040071,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,04,009,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,Si,Si,9999,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,2,1,22015299900304,22015299900304009,220152999003040091,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,001,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,1,1,0,22015299900306,22015299900306001,220152999003060011,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,002,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La hierven,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,"Propia (regalada, donada, heredada o por posesión)",No,No,#NULL !,3,2,1,22015299900306,22015299900306002,220152999003060021,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,003,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La hierven,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,8,5,3,22015299900306,22015299900306003,220152999003060031,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,005,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,1,6,22015299900306,22015299900306005,220152999003060051,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,006,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,4,2,22015299900306,22015299900306006,220152999003060061,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,007,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,"Leña, carbón",La hierven,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,9,3,6,22015299900306,22015299900306007,220152999003060071,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,008,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La hierven,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,3,4,22015299900306,22015299900306008,220152999003060081,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,009,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900306,22015299900306009,220152999003060091,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,003,06,011,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La hierven,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900306,22015299900306011,220152999003060111,ORELLANA,ORELLANA,TARACOA,220152999003
Orellana,01,52,999,005,01,002,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,4,2,22015299900501,22015299900501002,220152999005010021,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,003,1,Area rural,Hogar 1,2 dormitorios,#NULL !,No,De uso exclusivo del hogar,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,2,4,22015299900501,22015299900501003,220152999005010031,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,004,1,Area rural,Hogar 1,3 dormitorios,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,10,6,4,22015299900501,22015299900501004,220152999005010041,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,005,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,3,0,3,22015299900501,22015299900501005,220152999005010051,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,006,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,8,5,3,22015299900501,22015299900501006,220152999005010061,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,007,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,4,2,22015299900501,22015299900501007,220152999005010071,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,008,1,Area rural,Hogar 1,0,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015299900501,22015299900501008,220152999005010081,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,009,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,0,1,22015299900501,22015299900501009,220152999005010091,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,01,010,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,5,1,22015299900501,22015299900501010,220152999005010101,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,02,001,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,4,2,22015299900502,22015299900502001,220152999005020011,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,002,1,Area rural,Hogar 1,4 dormitorios,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,2,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900504,22015299900504002,220152999005040021,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,004,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,2,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900504,22015299900504004,220152999005040041,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,005,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Arrendada,No,No,#NULL !,3,2,1,22015299900504,22015299900504005,220152999005040051,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,007,1,Area rural,Hogar 1,0,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900504,22015299900504007,220152999005040071,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,008,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,4,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900504,22015299900504008,220152999005040081,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,010,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La hierven,No,Si,No,No,No,26,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,5,3,2,22015299900504,22015299900504010,220152999005040101,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,013,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,15,#NULL !,No,#NULL !,No,#NULL !,Arrendada,No,No,#NULL !,5,3,2,22015299900504,22015299900504013,220152999005040131,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,015,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,No,No,No,No,6,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,3,4,22015299900504,22015299900504015,220152999005040151,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,016,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,3,1,22015299900504,22015299900504016,220152999005040161,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,019,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,No,No,No,No,2,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,2,4,22015299900504,22015299900504019,220152999005040191,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,022,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,De uso exclusivo del hogar,No tiene,"Leña, carbón",La hierven,No,No,No,No,No,7,#NULL !,No,#NULL !,No,#NULL !,Prestada o cedida (no pagada),No,No,#NULL !,2,1,1,22015299900504,22015299900504022,220152999005040221,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,024,1,Area rural,Hogar 1,3 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,5,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015299900504,22015299900504024,220152999005040241,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,026,1,Area rural,Hogar 1,1 dormitorio,#NULL !,Si,No tiene,No tiene,Gas (tanque o cilindro),La hierven,No,Si,No,No,No,9999,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,1,4,22015299900504,22015299900504026,220152999005040261,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,027,1,Area rural,Hogar 1,2 dormitorios,#NULL !,Si,De uso exclusivo del hogar,No tiene,Gas (tanque o cilindro),La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900504,22015299900504027,220152999005040271,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,04,028,1,Area rural,Hogar 1,0,0,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900504,22015299900504028,220152999005040281,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,05,001,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,6,3,3,22015299900505,22015299900505001,220152999005050011,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,05,007,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015299900505,22015299900505007,220152999005050071,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,05,008,1,Area rural,Hogar 1,0,0,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,5,3,2,22015299900505,22015299900505008,220152999005050081,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,05,009,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,4,2,2,22015299900505,22015299900505009,220152999005050091,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,05,010,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,No,No,No,No,#NULL !,2,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,7,4,3,22015299900505,22015299900505010,220152999005050101,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,05,011,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,9,5,4,22015299900505,22015299900505011,220152999005050111,ORELLANA,ORELLANA,TARACOA,220152999005
Orellana,01,52,999,005,05,012,1,Area rural,Hogar 1,1 dormitorio,#NULL !,No,No tiene,No tiene,"Leña, carbón",La beben tal como llega al hogar,No,Si,No,No,No,#NULL !,#NULL !,No,#NULL !,No,#NULL !,Propia y totalmente pagada,No,No,#NULL !,1,1,0,22015299900505,22015299900505012,220152999005050121,ORELLANA,ORELLANA,TARACOA,220152999005
