PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Tipo de vivienda,Via de acceso principal a la vivienda,Condición de ocupación de la vivienda,Material predominante del techo o cubierta de la vivienda,Material predominante de las paredes exteriores de la vivienda,Material predominante del piso de la vivienda,Estado del techo de la vivienda,Estado de las paredes de la vivienda,Estado del piso de la vivienda,De donde proviene principalmente el agua que recibe la vivienda,El agua que recibe la vivienda es,El servicio higiénico o escusado de la vivienda es,El servicio de luz (energía) eléctrica de la vivienda proviene principalmente,Dispone la vivienda de medidor de energía eléctrica,Cuantos focos ahorradores tiene su vivienda,Cuantos focos convencionales tiene su vivienda,Principalmente como elimina la basura,"Sin contar la cocina, el baño y cuartos de negocio.Cuantos cuartos tiene la vivienda","Todas las personas que duermen en esta vivienda, cocinan sus alimentos en forma conjunta y comparten un mismo gasto para la comida",Cuantos grupos de personas(hogares) duermen en su vivienda y cocinan los alimentos por separado incluya su hogar,nro_hogares,Total de personas de la vivienda,Total de dormitorios de la vivienda,Total de emigrantes,Identificador de manzana,sec_id,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,Total_Personas
Orellana,01,51,999,005,01,016,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Asbesto (Eternit, Eurolit)",Ladrillo o bloque,"Cerámica, baldosa, vinil o mármol",Bueno,Bueno,Bueno,De red pública,"Por tubería fuera de la vivienda pero dentro del edificio, lote o terreno",Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,11,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900501,220151999005,22015199900501016,220151999005010161,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,005,02,009,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900502,220151999005,22015199900502009,220151999005020091,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,005,02,011,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,4 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900502,220151999005,22015199900502011,220151999005020111,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,005,02,015,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,3 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900502,220151999005,22015199900502015,220151999005020151,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,005,02,021,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Bueno,Bueno,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,2,1,La queman,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900502,220151999005,22015199900502021,220151999005020211,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,005,03,001,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La queman,3 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900503,220151999005,22015199900503001,220151999005030011,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,005,03,025,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,3,1,La queman,3 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900503,220151999005,22015199900503025,220151999005030251,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,009,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Bueno,De red pública,"Por tubería fuera del edificio, lote o terreno",No tiene,Red de empresa eléctrica de servicio público,No tiene medidor,7,0,La queman,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900601,220151999006,22015199900601009,220151999006010091,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,017,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900601,220151999006,22015199900601017,220151999006010171,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,023,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Bueno,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,La entierran,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900601,220151999006,22015199900601023,220151999006010231,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,024,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,No tiene,#NULL !,#NULL !,#NULL !,La entierran,3 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900601,220151999006,22015199900601024,220151999006010241,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,025,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,3 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900601,220151999006,22015199900601025,220151999006010251,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,042,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900601,220151999006,22015199900601042,220151999006010421,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,047,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900601,220151999006,22015199900601047,220151999006010471,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,076,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,5,0,Por carro recolector,4 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900601,220151999006,22015199900601076,220151999006010761,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,081,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,0,7,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900601,220151999006,22015199900601081,220151999006010811,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,105,1,Area rural,Covacha,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Regular,Malo,Malo,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,La queman,1 cuarto,Si,1 hogares,1,3 personas,Sin dormitorio,#NULL !,22015199900601,220151999006,22015199900601105,220151999006011051,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,006,01,113,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,Por carro recolector,5 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900601,220151999006,22015199900601113,220151999006011131,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,007,02,008,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La queman,3 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900702,220151999007,22015199900702008,220151999007020081,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,007,02,011,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900702,220151999007,22015199900702011,220151999007020111,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,007,02,015,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Bueno,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900702,220151999007,22015199900702015,220151999007020151,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,007,02,029,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Ladrillo o cemento,Malo,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,"Con descarga directa al mar, río, lago o quebrada",Red de empresa eléctrica de servicio público,De uso común a varias viviendas,1,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900702,220151999007,22015199900702029,220151999007020291,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,01,005,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal","Por tubería fuera de la vivienda pero dentro del edificio, lote o terreno",Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900801,220151999008,22015199900801005,220151999008010051,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,01,022,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,1,1,La queman,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900801,220151999008,22015199900801022,220151999008010221,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,01,024,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,5,0,Por carro recolector,4 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900801,220151999008,22015199900801024,220151999008010241,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,01,031,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,Ladrillo o cemento,Bueno,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,5,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900801,220151999008,22015199900801031,220151999008010311,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,02,013,1,Area rural,Mediagua,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900802,220151999008,22015199900802013,220151999008020131,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,02,019,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,9,0,Por carro recolector,4 cuartos,Si,1 hogares,1,3 personas,4 dormitorios,#NULL !,22015199900802,220151999008,22015199900802019,220151999008020191,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,02,020,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900802,220151999008,22015199900802020,220151999008020201,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,02,021,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900802,220151999008,22015199900802021,220151999008020211,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,02,030,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,6,0,Por carro recolector,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900802,220151999008,22015199900802030,220151999008020301,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,008,02,045,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,"Por tubería fuera del edificio, lote o terreno",Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199900802,220151999008,22015199900802045,220151999008020451,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,009,02,011,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,"Asbesto (Eternit, Eurolit)",Adobe o tapia,Ladrillo o cemento,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,8,0,Por carro recolector,4 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900902,220151999009,22015199900902011,220151999009020111,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,009,02,012,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,No tiene,#NULL !,#NULL !,#NULL !,Por carro recolector,4 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900902,220151999009,22015199900902012,220151999009020121,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,009,02,014,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,5,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199900902,220151999009,22015199900902014,220151999009020141,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,009,03,013,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900903,220151999009,22015199900903013,220151999009030131,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,009,03,014,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199900903,220151999009,22015199900903014,220151999009030141,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,01,003,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,No tiene,#NULL !,#NULL !,#NULL !,La queman,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901001,220151999010,22015199901001003,220151999010010031,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,01,005,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,2,2,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199901001,220151999010,22015199901001005,220151999010010051,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,01,014,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,4 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199901001,220151999010,22015199901001014,220151999010010141,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,01,017,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,5,4,La entierran,4 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199901001,220151999010,22015199901001017,220151999010010171,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,02,002,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901002,220151999010,22015199901002002,220151999010020021,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,02,007,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901002,220151999010,22015199901002007,220151999010020071,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,02,016,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Teja,Madera,Tabla sin tratar,Malo,Malo,Malo,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,La queman,2 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901002,220151999010,22015199901002016,220151999010020161,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,010,03,004,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,0,7,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199901003,220151999010,22015199901003004,220151999010030041,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,01,007,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,No tiene medidor,1,0,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,1,22015199901201,220151999012,22015199901201007,220151999012010071,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,01,016,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,2,2,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901201,220151999012,22015199901201016,220151999012010161,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,01,031,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,1,4,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,3 personas,3 dormitorios,#NULL !,22015199901201,220151999012,22015199901201031,220151999012010311,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,01,034,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,1,La queman,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901201,220151999012,22015199901201034,220151999012010341,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,02,006,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,1 cuarto,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901202,220151999012,22015199901202006,220151999012020061,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,02,024,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,No tiene medidor,1,0,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901202,220151999012,22015199901202024,220151999012020241,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,03,009,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,Por carro recolector,3 cuartos,Si,1 hogares,1,3 personas,2 dormitorios,#NULL !,22015199901203,220151999012,22015199901203009,220151999012030091,ORELLANA,ORELLANA,DAYUMA,3
Orellana,01,51,999,012,03,010,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,0,5,La queman,3 cuartos,Si,1 hogares,1,3 personas,1 dormitorio,#NULL !,22015199901203,220151999012,22015199901203010,220151999012030101,ORELLANA,ORELLANA,DAYUMA,3
