PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Tipo de vivienda,Via de acceso principal a la vivienda,Condición de ocupación de la vivienda,Material predominante del techo o cubierta de la vivienda,Material predominante de las paredes exteriores de la vivienda,Material predominante del piso de la vivienda,Estado del techo de la vivienda,Estado de las paredes de la vivienda,Estado del piso de la vivienda,De donde proviene principalmente el agua que recibe la vivienda,El agua que recibe la vivienda es,El servicio higiénico o escusado de la vivienda es,El servicio de luz (energía) eléctrica de la vivienda proviene principalmente,Dispone la vivienda de medidor de energía eléctrica,Cuantos focos ahorradores tiene su vivienda,Cuantos focos convencionales tiene su vivienda,Principalmente como elimina la basura,"Sin contar la cocina, el baño y cuartos de negocio.Cuantos cuartos tiene la vivienda","Todas las personas que duermen en esta vivienda, cocinan sus alimentos en forma conjunta y comparten un mismo gasto para la comida",Cuantos grupos de personas(hogares) duermen en su vivienda y cocinan los alimentos por separado incluya su hogar,nro_hogares,Total de personas de la vivienda,Total_Personas,Total de dormitorios de la vivienda,Total de emigrantes,Identificador de manzana,viv_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia,sec_id,hog_id
Orellana,01,51,999,011,03,018,1,Area rural,Casa/Villa,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",4 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901103,22015199901103018,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030181
Orellana,01,51,999,011,03,019,1,Area rural,Rancho,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901103,22015199901103019,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030191
Orellana,01,51,999,011,03,021,1,Area rural,Casa/Villa,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",3 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901103,22015199901103021,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030211
Orellana,01,51,999,011,03,022,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Regular,Bueno,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901103,22015199901103022,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030221
Orellana,01,51,999,011,03,025,1,Area rural,Casa/Villa,Rio /mar / lago,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",7 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901103,22015199901103025,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011030251
Orellana,01,51,999,011,04,017,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Hormigón,Ladrillo o cemento,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901104,22015199901104017,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040171
Orellana,01,51,999,011,04,022,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901104,22015199901104022,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040221
Orellana,01,51,999,011,04,030,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,"Cerámica, baldosa, vinil o mármol",Regular,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901104,22015199901104030,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040301
Orellana,01,51,999,011,04,043,1,Area rural,Mediagua,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,Ladrillo o cemento,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,5,0,La entierran,2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901104,22015199901104043,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040431
Orellana,01,51,999,011,04,044,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,4 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901104,22015199901104044,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040441
Orellana,01,51,999,011,04,047,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901104,22015199901104047,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040471
Orellana,01,51,999,011,04,048,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,Por carro recolector,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901104,22015199901104048,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040481
Orellana,01,51,999,011,04,051,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Bueno,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,Por carro recolector,2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901104,22015199901104051,ORELLANA,ORELLANA,DAYUMA,220151999011,220151999011040511
Orellana,01,51,999,016,02,008,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Malo,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Letrina,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La queman,2 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901602,22015199901602008,ORELLANA,ORELLANA,DAYUMA,220151999016,220151999016020081
Orellana,01,51,999,016,04,001,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901604,22015199901604001,ORELLANA,ORELLANA,DAYUMA,220151999016,220151999016040011
Orellana,01,51,999,016,04,011,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901604,22015199901604011,ORELLANA,ORELLANA,DAYUMA,220151999016,220151999016040111
Orellana,01,51,999,018,01,020,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,6,0,Por carro recolector,4 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015199901801,22015199901801020,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018010201
Orellana,01,51,999,018,01,030,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Bueno,Regular,De pozo,"Por tubería fuera de la vivienda pero dentro del edificio, lote o terreno",Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso común a varias viviendas,2,0,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901801,22015199901801030,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018010301
Orellana,01,51,999,018,01,057,1,Area rural,Cuarto(s) en casa de inquilinato,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Malo,Malo,De pozo,"Por tubería fuera de la vivienda pero dentro del edificio, lote o terreno",Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso común a varias viviendas,1,0,Por carro recolector,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901801,22015199901801057,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018010571
Orellana,01,51,999,018,05,005,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,Generador de luz (Planta eléctrica),#NULL !,1,0,La arrojan en terreno baldío o quebrada,6 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015199901805,22015199901805005,ORELLANA,ORELLANA,DAYUMA,220151999018,220151999018050051
Orellana,01,54,999,005,04,002,1,Area rural,Choza,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Caña no revestida,Tabla sin tratar,Regular,Regular,Malo,De pozo,Por tubería dentro de la vivienda,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,5 personas,5,Sin dormitorio,#NULL !,22015499900504,22015499900504002,ORELLANA,ORELLANA,EL DORADO,220154999005,220154999005040021
Orellana,01,57,999,001,03,009,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,0,5,La queman,5 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015799900103,22015799900103009,ORELLANA,ORELLANA,INES ARANGO,220157999001,220157999001030091
Orellana,01,58,999,007,02,010,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899900702,22015899900702010,ORELLANA,ORELLANA,LA BELLEZA,220158999007,220158999007020101
Orellana,01,58,999,010,04,003,1,Area rural,Choza,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,"Palma, paja u hoja",Caña revestida o bahareque,Otros materiales,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La queman,1 cuarto,Si,1 hogares,1,5 personas,5,Sin dormitorio,#NULL !,22015899901004,22015899901004003,ORELLANA,ORELLANA,LA BELLEZA,220158999010,220158999010040031
Orellana,01,58,999,010,06,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La entierran,1 cuarto,Si,1 hogares,1,5 personas,5,Sin dormitorio,#NULL !,22015899901006,22015899901006003,ORELLANA,ORELLANA,LA BELLEZA,220158999010,220158999010060031
Orellana,01,58,999,010,08,004,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,"La arrojan al río, acequia o canal",1 cuarto,Si,1 hogares,1,5 personas,5,Sin dormitorio,#NULL !,22015899901008,22015899901008004,ORELLANA,ORELLANA,LA BELLEZA,220158999010,220158999010080041
Orellana,01,58,999,013,01,027,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899901301,22015899901301027,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013010271
Orellana,01,58,999,013,01,030,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La arrojan en terreno baldío o quebrada,5 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901301,22015899901301030,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013010301
Orellana,01,58,999,013,01,034,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,5,2,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901301,22015899901301034,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013010341
Orellana,01,58,999,013,01,037,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Regular,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899901301,22015899901301037,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013010371
Orellana,01,58,999,013,01,039,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,2,0,Por carro recolector,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899901301,22015899901301039,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013010391
Orellana,01,58,999,013,05,008,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,La queman,4 cuartos,Si,1 hogares,1,5 personas,5,4 dormitorios,#NULL !,22015899901305,22015899901305008,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013050081
Orellana,01,58,999,013,05,010,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,4,0,La queman,3 cuartos,Si,1 hogares,1,5 personas,5,3 dormitorios,#NULL !,22015899901305,22015899901305010,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013050101
Orellana,01,58,999,013,06,006,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo ciego,No tiene,#NULL !,#NULL !,#NULL !,La entierran,4 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901306,22015899901306006,ORELLANA,ORELLANA,LA BELLEZA,220158999013,220158999013060061
Orellana,01,58,999,014,05,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Bueno,Bueno,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Panel Solar,#NULL !,0,3,La queman,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899901405,22015899901405003,ORELLANA,ORELLANA,LA BELLEZA,220158999014,220158999014050031
Orellana,01,58,999,015,01,016,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,Ladrillo o cemento,Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901501,22015899901501016,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010161
Orellana,01,58,999,015,01,017,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,No tiene medidor,3,0,"La arrojan al río, acequia o canal",2 cuartos,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899901501,22015899901501017,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010171
Orellana,01,58,999,015,01,032,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899901501,22015899901501032,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010321
Orellana,01,58,999,015,01,041,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,"Palma, paja u hoja",Madera,Tabla sin tratar,Regular,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,De otra forma,4 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901501,22015899901501041,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010411
Orellana,01,58,999,015,01,045,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Hormigón,Ladrillo o cemento,Regular,Regular,Regular,Otro (Agua lluvia/albarrada),No recibe agua por tubería sino por otros medios,Letrina,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901501,22015899901501045,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010451
Orellana,01,58,999,015,01,046,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,4 cuartos,Si,1 hogares,1,5 personas,5,4 dormitorios,#NULL !,22015899901501,22015899901501046,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010461
Orellana,01,58,999,015,01,057,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Hormigón,Ladrillo o cemento,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901501,22015899901501057,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010571
Orellana,01,58,999,015,01,058,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Hormigón,Ladrillo o cemento,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,Conectado a pozo séptico,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,2 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901501,22015899901501058,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010581
Orellana,01,58,999,015,01,059,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,5 personas,5,1 dormitorio,#NULL !,22015899901501,22015899901501059,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010591
Orellana,01,58,999,015,01,061,1,Area rural,Choza,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,"Palma, paja u hoja",Adobe o tapia,Tierra,Regular,Regular,Regular,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,1 cuarto,Si,1 hogares,1,5 personas,5,Sin dormitorio,#NULL !,22015899901501,22015899901501061,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010611
Orellana,01,58,999,015,01,063,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Ladrillo o bloque,"Cerámica, baldosa, vinil o mármol",Bueno,Bueno,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901501,22015899901501063,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015010631
Orellana,01,58,999,015,02,005,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,La arrojan en terreno baldío o quebrada,3 cuartos,Si,1 hogares,1,5 personas,5,3 dormitorios,#NULL !,22015899901502,22015899901502005,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015020051
Orellana,01,58,999,015,02,009,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Bueno,Bueno,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,De otra forma,5 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901502,22015899901502009,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015020091
Orellana,01,58,999,015,02,016,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Regular,Regular,Regular,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,No tiene,#NULL !,#NULL !,#NULL !,De otra forma,3 cuartos,Si,1 hogares,1,5 personas,5,2 dormitorios,#NULL !,22015899901502,22015899901502016,ORELLANA,ORELLANA,LA BELLEZA,220158999015,220158999015020161
Orellana,01,51,999,007,01,014,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Ocupada con personas presentes,Zinc,Hormigón,Ladrillo o cemento,Bueno,Bueno,Bueno,De pozo,"Por tubería fuera del edificio, lote o terreno",Conectado a pozo séptico,Red de empresa eléctrica de servicio público,De uso exclusivo,6,0,Por carro recolector,4 cuartos,Si,1 hogares,1,6 personas,6,3 dormitorios,#NULL !,22015199900701,22015199900701014,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010141
Orellana,01,51,999,007,01,021,1,Area rural,Casa/Villa,Calle o carretera empedrada,Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Malo,Malo,Malo,"De río, vertiente, acequia o canal",No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,1,0,Por carro recolector,4 cuartos,Si,1 hogares,1,6 personas,6,3 dormitorios,#NULL !,22015199900701,22015199900701021,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010211
Orellana,01,51,999,007,01,026,1,Area rural,Casa/Villa,"Camino, sendero, chaquiñan",Ocupada con personas presentes,Zinc,Madera,Tabla sin tratar,Bueno,Regular,Bueno,De pozo,No recibe agua por tubería sino por otros medios,No tiene,Red de empresa eléctrica de servicio público,De uso exclusivo,3,0,Por carro recolector,3 cuartos,Si,1 hogares,1,6 personas,6,3 dormitorios,#NULL !,22015199900701,22015199900701026,ORELLANA,ORELLANA,DAYUMA,220151999007,220151999007010261
