PROVINCIA	CANTON	PARROQUIA	ZONA	SECTOR	MANZANA	No. DE VIVIENDA	No. DE HOGAR	Area urbana o rural	Secuencial de Hogar	Del total de cuartos de este hogar, Cuantos son exclusivos para dormir	Ningun Dormitorio	Tiene este hogar cuarto o espacio exclusivo para cocinar	El servicio higi‚nico o escusado que dispone el hogar es	Dispone este hogar de espacio con instalaciones y/o ducha para ba¤arse	Cual es el principal combustible o energ¡a que utiliza este hogar para cocinar	Principalmente, el agua que toman los miembros del hogar	Dispone este hogar de servicio de telefono convencional	Algun miembro de este hogar dispone de servicio de telefono celular	Dispone este hogar de servicio de internet	Dispone este hogar de computadora	Dispone este hogar de servicio de televisi¢n por cable	Cuanto fue el £ltimo pago que realiz¢ el hogar por concepto de luz el‚ctrica	No paga la luz electrica	Alg£n miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para trabajar	Cuantos se trasladan fuera de esta ciudad o parroquia para trabajar	Alg£n miembro de este hogar se traslada fuera de esta ciudad o parroquia rural para estudiar	Cuantos se trasladan fuera de la ciudad o parroquia rural para estudiar	La vivienda que ocupa este hogar es	Durante el a¤o 2010, Alguna persona de este hogar recibi¢ dinero por parte de familiares o amigos que viven en el exterior	A partir del £ltimo censo de poblaci¢n y vivienda(Noviembre 2001) una o mas personas que viv¡an en este hogar viajaron a otro pais y todavia no regresan para quedarse definitivamente	Cuantos personas viajaron al Exterior	Total_Personas	Total_Hombres	Total_Mujeres	Identificador de manzana	sec_id	viv_id	hog_id	Nombre de provincia	Nombre de cant¢n	Nombre de parroquia
Orellana	01	51	999	011	03	027	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	2	1	22015199901103	220151999011	22015199901103027	220151999011030271	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	028	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901103	220151999011	22015199901103028	220151999011030281	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	029	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	10	5	5	22015199901103	220151999011	22015199901103029	220151999011030291	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	030	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	10	3	7	22015199901103	220151999011	22015199901103030	220151999011030301	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	031	1	Area rural	Hogar 1	0	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	8	3	5	22015199901103	220151999011	22015199901103031	220151999011030311	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	032	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901103	220151999011	22015199901103032	220151999011030321	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	03	033	1	Area rural	Hogar 1	0	#NULL !	Si	De uso exclusivo del hogar	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	1	0	1	22015199901103	220151999011	22015199901103033	220151999011030331	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	001	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	13	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	1	3	22015199901104	220151999011	22015199901104001	220151999011040011	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	003	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	3	#NULL !	No	#NULL !	Si	4	Prestada o cedida (no pagada)	No	No	#NULL !	10	5	5	22015199901104	220151999011	22015199901104003	220151999011040031	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	004	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	38	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	3	6	22015199901104	220151999011	22015199901104004	220151999011040041	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	005	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901104	220151999011	22015199901104005	220151999011040051	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	006	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	9	5	4	22015199901104	220151999011	22015199901104006	220151999011040061	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	007	1	Area rural	Hogar 1	0	0	Si	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901104	220151999011	22015199901104007	220151999011040071	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	008	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	2	1	1	22015199901104	220151999011	22015199901104008	220151999011040081	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	009	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	58	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	8	5	3	22015199901104	220151999011	22015199901104009	220151999011040091	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	010	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	9999	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	3	2	1	22015199901104	220151999011	22015199901104010	220151999011040101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	012	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	33	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	7	4	3	22015199901104	220151999011	22015199901104012	220151999011040121	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	017	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	20	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	3	2	22015199901104	220151999011	22015199901104017	220151999011040171	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	018	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	28	#NULL !	No	#NULL !	Si	3	Propia y totalmente pagada	No	No	#NULL !	6	4	2	22015199901104	220151999011	22015199901104018	220151999011040181	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	019	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Prestada o cedida (no pagada)	No	No	#NULL !	4	1	3	22015199901104	220151999011	22015199901104019	220151999011040191	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	021	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	35	#NULL !	No	#NULL !	Si	4	Prestada o cedida (no pagada)	No	No	#NULL !	7	5	2	22015199901104	220151999011	22015199901104021	220151999011040211	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	022	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901104	220151999011	22015199901104022	220151999011040221	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	024	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Por servicios	No	No	#NULL !	2	1	1	22015199901104	220151999011	22015199901104024	220151999011040241	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	027	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	21	#NULL !	No	#NULL !	Si	2	Por servicios	No	No	#NULL !	6	2	4	22015199901104	220151999011	22015199901104027	220151999011040271	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	028	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	Si	3	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	8	6	2	22015199901104	220151999011	22015199901104028	220151999011040281	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	029	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	9999	#NULL !	No	#NULL !	Si	2	Propia y totalmente pagada	No	No	#NULL !	8	4	4	22015199901104	220151999011	22015199901104029	220151999011040291	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	030	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	55	#NULL !	No	#NULL !	Si	2	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901104	220151999011	22015199901104030	220151999011040301	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	031	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	19	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901104	220151999011	22015199901104031	220151999011040311	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	032	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	78	#NULL !	No	#NULL !	Si	7	Propia y totalmente pagada	No	No	#NULL !	9	3	6	22015199901104	220151999011	22015199901104032	220151999011040321	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	033	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	14	#NULL !	No	#NULL !	Si	2	Propia y totalmente pagada	No	No	#NULL !	6	4	2	22015199901104	220151999011	22015199901104033	220151999011040331	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	034	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	4	2	2	22015199901104	220151999011	22015199901104034	220151999011040341	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	035	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	2	No	#NULL !	Si	3	Propia y totalmente pagada	No	No	#NULL !	7	3	4	22015199901104	220151999011	22015199901104035	220151999011040351	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	036	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	1	1	0	22015199901104	220151999011	22015199901104036	220151999011040361	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	037	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	9999	#NULL !	No	#NULL !	Si	5	Propia y totalmente pagada	No	No	#NULL !	7	4	3	22015199901104	220151999011	22015199901104037	220151999011040371	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	038	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	3	3	22015199901104	220151999011	22015199901104038	220151999011040381	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	039	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	30	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	6	2	4	22015199901104	220151999011	22015199901104039	220151999011040391	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	040	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901104	220151999011	22015199901104040	220151999011040401	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	041	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	22	#NULL !	No	#NULL !	No	#NULL !	Prestada o cedida (no pagada)	No	No	#NULL !	6	4	2	22015199901104	220151999011	22015199901104041	220151999011040411	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	042	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	23	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	4	2	2	22015199901104	220151999011	22015199901104042	220151999011040421	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	043	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	8	#NULL !	No	#NULL !	No	#NULL !	Propia y totalmente pagada	No	No	#NULL !	5	2	3	22015199901104	220151999011	22015199901104043	220151999011040431	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	044	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia y la est  pagando	No	No	#NULL !	5	3	2	22015199901104	220151999011	22015199901104044	220151999011040441	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	045	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	No	No	No	No	35	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	4	2	2	22015199901104	220151999011	22015199901104045	220151999011040451	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	046	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	9	#NULL !	No	#NULL !	Si	1	Propia y totalmente pagada	No	No	#NULL !	6	2	4	22015199901104	220151999011	22015199901104046	220151999011040461	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	047	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	70	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	5	1	4	22015199901104	220151999011	22015199901104047	220151999011040471	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	048	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	50	#NULL !	No	#NULL !	Si	2	Propia y totalmente pagada	No	No	#NULL !	5	4	1	22015199901104	220151999011	22015199901104048	220151999011040481	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	049	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	50	#NULL !	No	#NULL !	Si	5	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	10	6	4	22015199901104	220151999011	22015199901104049	220151999011040491	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	050	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	No	No	No	No	#NULL !	2	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	2	0	2	22015199901104	220151999011	22015199901104050	220151999011040501	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	011	04	051	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	24	#NULL !	No	#NULL !	Si	2	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	5	3	2	22015199901104	220151999011	22015199901104051	220151999011040511	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	001	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	7	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	4	3	1	22015199901602	220151999016	22015199901602001	220151999016020011	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	005	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	1	1	0	22015199901602	220151999016	22015199901602005	220151999016020051	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	006	1	Area rural	Hogar 1	2 dormitorios	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	10	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	4	2	2	22015199901602	220151999016	22015199901602006	220151999016020061	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	007	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	La hierven	No	No	No	No	No	5	#NULL !	Si	1	Si	1	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	7	4	3	22015199901602	220151999016	22015199901602007	220151999016020071	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	008	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	De uso exclusivo del hogar	No tiene	Gas (tanque o cilindro)	Le ponen cloro	No	No	No	No	No	13	#NULL !	Si	1	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	5	4	1	22015199901602	220151999016	22015199901602008	220151999016020081	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	010	1	Area rural	Hogar 1	4 dormitorios	#NULL !	Si	De uso exclusivo del hogar	De uso exclusivo del hogar	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	3	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	7	3	4	22015199901602	220151999016	22015199901602010	220151999016020101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	011	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	12	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	3	2	1	22015199901602	220151999016	22015199901602011	220151999016020111	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	02	012	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	Si	No	No	No	12	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	1	1	0	22015199901602	220151999016	22015199901602012	220151999016020121	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	001	1	Area rural	Hogar 1	2 dormitorios	#NULL !	Si	No tiene	No tiene	Gas (tanque o cilindro)	La hierven	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	5	1	4	22015199901604	220151999016	22015199901604001	220151999016040011	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	002	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	3	2	1	22015199901604	220151999016	22015199901604002	220151999016040021	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	003	1	Area rural	Hogar 1	1 dormitorio	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	3	1	2	22015199901604	220151999016	22015199901604003	220151999016040031	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	004	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Gas (tanque o cilindro)	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	2	1	1	22015199901604	220151999016	22015199901604004	220151999016040041	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	007	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La hierven	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	6	2	4	22015199901604	220151999016	22015199901604007	220151999016040071	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	008	1	Area rural	Hogar 1	3 dormitorios	#NULL !	Si	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	10	8	2	22015199901604	220151999016	22015199901604008	220151999016040081	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	009	1	Area rural	Hogar 1	4 dormitorios	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	7	5	2	22015199901604	220151999016	22015199901604009	220151999016040091	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	010	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	No	#NULL !	Si	1	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	6	3	3	22015199901604	220151999016	22015199901604010	220151999016040101	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	011	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	Si	No	No	No	#NULL !	#NULL !	No	#NULL !	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	5	1	4	22015199901604	220151999016	22015199901604011	220151999016040111	ORELLANA	ORELLANA	DAYUMA
Orellana	01	51	999	016	04	012	1	Area rural	Hogar 1	1 dormitorio	#NULL !	No	No tiene	No tiene	Le¤a, carb¢n	La beben tal como llega al hogar	No	No	No	No	No	#NULL !	#NULL !	Si	1	No	#NULL !	Propia (regalada, donada, heredada o por posesi¢n)	No	No	#NULL !	1	0	1	22015199901604	220151999016	22015199901604012	220151999016040121	ORELLANA	ORELLANA	DAYUMA
